time,Anhui_CN340,Anhui_CN341,Beijing_CN110,Chongqing_CN500,Fujian_CN350,Gansu_CN620,Gansu_CN621,Guangdong_CN440,Guangdong_CN441,Guangdong_CN442,Guangxi_CN450,Guangxi_CN451,Guizhou_CN520,Hainan_CN460,Hainan_CN461,Hebei_CN130,Hebei_CN131,Heilongjiang_CN230,Heilongjiang_CN231,Henan_CN410,Henan_CN411,Hong_CN810,Hubei_CN420,Hubei_CN421,Hunan_CN430,Hunan_CN431,Inner_CN150,Inner_CN151,Jiangsu_CN320,Jiangsu_CN321,Jiangxi_CN360,Jiangxi_CN361,Jilin_CN220,Liaoning_CN210,Liaoning_CN211,Macao_CN820,Ningxia_CN640,Qinghai_CN630,Shaanxi_CN610,Shaanxi_CN611,Shandong_CN370,Shandong_CN371,Shanghai_CN310,Shanxi_CN140,Shanxi_CN141,Sichuan_CN510,Sichuan_CN511,Sichuan_CN512,Taiwan_CN710,Tianjin_CN120,Tibet_CN540,Xinjiang_CN650,Xinjiang_CN651,Yunnan_CN530,Yunnan_CN531,Zhejiang_CN330,Zhejiang_CN331
2009-01-01,271.820234187629,271.77326059319086,265.3038276041788,277.5753728736694,279.125301626206,263.44026430584825,264.20214536032097,284.2837089592792,282.98717811345733,286.31818813195065,281.768057604595,283.002815482202,275.74379956129303,287.64843422965833,287.9070893137483,265.69161417973254,262.3287567408359,256.43674271647336,257.5668791046409,271.37875968054215,270.9119065401858,286.5953734491955,274.896509630166,274.9207841628643,277.40056374739214,277.38915178253325,257.45270554423746,256.358835244028,272.12967020672,271.7118633386673,277.19216038177456,276.93761994873654,258.3357930534996,263.3392422331176,261.7840496871829,,266.82986471114117,256.79214794890925,271.0234147975743,264.77560972464005,269.25780476232313,269.5577691291068,274.9419285715062,264.73227258817735,268.73079115594953,269.75121089540994,270.5564694557266,280.32673172782376,283.6324682698348,267.52003767797385,255.7023474551853,259.70202403269934,260.135858846904,281.313125411011,281.79400475600715,274.28145850707824,275.93085362131166
2009-01-02,273.6616169876763,273.4080127821984,267.12292160510685,277.4883977858601,278.8613125703916,263.2377709760187,264.0955934929345,283.6652797476145,282.77321892606597,286.06784314409725,281.88693392668847,283.11587748538096,276.5362199194786,289.52959128962607,289.7874261912627,267.78203525553107,263.9948073327332,255.59073834213086,255.72474315227225,273.56704094162575,273.52966533469254,287.02418779886267,275.90887420881,276.53249320136126,278.26298655798314,278.2549186719349,258.08523729442345,256.02728693441674,273.05564771457244,272.54170568972427,277.3101499180232,277.3310290409035,258.3001348116851,264.58382947798174,262.6307472155,,268.2710752429558,256.3983349450767,271.6704765290252,267.06690054512427,271.6375277912183,271.2311923870867,275.75818294492785,267.4812980713662,271.04948523296133,268.82189328663503,270.1926073594127,280.32938781819985,284.28148363742207,269.2880133778842,256.6815411078838,260.17634385597756,261.1815967633394,280.306400726155,282.1108954492893,274.5336708353022,276.1831468161791
2009-01-03,275.2868945823912,275.72330670514515,267.882061730345,277.50577152919755,281.9200836100717,262.0698315691842,263.6075546225391,285.7972634748524,284.69107654090607,288.0444491683203,283.849192660633,285.0654657527638,277.9860392089536,290.3289252347141,290.5228152118735,267.86344079490226,262.9365090085798,256.1454630536376,255.77219170431994,272.9612937556092,273.3286798334633,288.4918662466715,275.5204254622507,275.75855219859704,277.9026626327974,278.3620730499293,257.7204983855465,252.84559099538623,276.3052618364667,275.2389436796917,279.8165019660064,279.4482572754629,258.79269815729657,265.3962012014486,263.62823828687016,,268.6647583829061,257.7661712347052,272.1474482940622,267.6296956935908,272.130823778953,272.48146318023,279.7210717114863,267.45223380450614,270.76960295881526,268.84779783658604,270.4517863246288,281.0581983445895,286.7376382075018,270.4202542483255,259.6025699064876,261.2847946979683,261.4930424249533,280.1496039771462,282.11597275980034,278.2416148254027,280.0147617125909
2009-01-04,275.59393702478707,275.930859212288,265.6479681796586,277.75277933142627,283.52239689505376,262.61256845460593,263.48763950243136,287.61958315820374,286.5414720502334,289.8684368378686,285.91652385561184,287.7058094137186,278.75335263535874,291.4859694405766,291.444835077289,266.09224627161217,260.89555502532045,255.64824644139517,255.6012228030207,273.01320161709754,273.47040003792875,290.59356504093086,275.32550089358324,275.5559447607161,277.55864229719083,278.1047148831817,257.7253921289552,252.20974881248762,276.2708173136311,275.4930083403139,280.2544186002604,279.424864449552,257.4953529417244,262.81512203552364,260.70818972779114,,268.8860811857805,259.6513758143454,271.7041242308702,267.7827953962682,271.7546440038464,272.06529913466903,279.6861280438986,266.4178533908787,269.96229274272815,270.223092798333,271.900647788431,281.24051628268074,287.12242585596397,268.52565525771496,260.1430595925709,261.4024750330562,260.97970134022205,281.0279658032067,283.17484137765325,279.55774756867015,281.76841737056594
2009-01-05,276.16359156143204,276.38092051339765,267.023758823652,276.3841298902515,284.38063034902143,262.7686143568032,263.1100524365165,288.5109563254455,287.11107267115455,290.9966080579272,286.5168048776055,288.4372020887267,276.49812070347065,292.85395361007244,292.62163339940247,266.8781397526209,262.7886692532635,254.4063967230923,254.55256464006843,272.23865147300904,273.34061681089077,291.21697638467424,273.60407625300894,273.56717876062277,276.1785828078195,277.1349098982296,256.83588252510907,254.75206954261876,276.9017462386694,275.9320598432904,280.3414389741606,279.68237408480235,257.9911529333884,263.1294664306672,261.0230590340288,,264.65924249864963,258.78019965118074,270.4633361181703,267.132155376061,271.6137920289328,271.3703403633212,280.3944473271567,266.8030257303479,269.87682987582906,269.534114649402,271.01565417110896,280.0845419269009,288.7304113397336,268.5316156501436,257.2764381090771,259.8788438446583,259.56540739307013,281.2338783642864,283.01093863154045,279.70764829548017,282.5700972442998
2009-01-06,273.9856308882405,274.11361771324414,267.41007435289356,276.28013660004774,284.34526417597124,261.709312285083,261.9933238071085,288.5574646067188,286.44408304375276,290.3714443761525,282.2980875435002,284.7285220316563,274.7952252176958,293.19332930788687,292.83565764632306,267.1724424159549,263.0505568858057,252.23371618187164,252.49748798749806,272.35544203267676,272.55105100957655,290.5991531314317,273.5485507572496,273.51893178219694,274.1978324128985,274.4297827821749,256.87364384627335,255.57563352039057,274.83592950544124,274.37825574164964,278.62976881257487,276.7882876577329,257.8657814469649,263.8762758016273,261.6501213712334,,264.15633278373707,254.89874236921935,269.87071386186517,264.8544926446974,271.4169067712048,271.16716087132886,278.10086118483486,265.8832860216774,269.63089656496686,268.26076213882993,269.4913715796473,279.34728618288585,288.8516203371258,268.74406548471575,255.8227669682935,258.79193701710795,258.8487543436902,280.68734432441465,282.031941566372,279.7527559480364,283.2632814000611
2009-01-07,274.20534054192785,274.1067815051324,268.94012879031726,276.22537066059954,282.3098979840094,261.4227133504707,262.4465448976966,285.60866975653767,283.4622829702524,287.77431006502206,279.95717927121933,281.5314172763217,275.2869039949052,291.0820985897405,291.17326333851327,268.74118576073545,264.6354132511344,252.6232839233389,253.20554667040952,272.45517707617944,272.685298942006,288.28074739429456,274.0282686363699,273.95518539905277,275.2362281869064,275.2325250580442,255.65246033425916,254.48237633690346,274.9156945547728,274.0937771912132,277.27031225121,276.7106440452425,258.03856330938254,264.12661585089813,262.4516655119602,,265.0515653452171,254.34678475724093,270.1805850547897,265.16837277864914,272.43501564539764,271.6938926554535,277.87993892523144,266.2479911711721,270.1816620400969,268.1891937666551,269.1285588906204,279.9171555456573,288.3360769968979,270.96402108773043,255.69386046612735,259.5739378263816,259.39466194530314,280.37699443423065,280.9976000607056,276.2969198745943,280.02362204895127
2009-01-08,274.12224837346724,274.36191435417624,265.8604725838941,276.4213529215616,280.5781872426411,261.3794346890524,261.91368107187975,284.4245073560941,282.55574668621136,286.5424954564508,281.02539754163865,282.5501053782124,275.96352618327694,288.9100776711125,288.96334427289634,266.09184123300633,260.23606400076966,251.14160501656605,251.4489526358766,273.2922040761741,273.66898580556494,286.6760589297986,274.3250006144514,274.84207917667,275.9643466340881,275.9208322677123,254.14822412985146,251.99203913144711,274.7513921443131,273.8472624810811,277.15147492810047,276.33834614503945,255.29270226896412,260.7531725052318,258.1033296078285,,263.44636379277784,253.92397605473454,270.0021996945949,262.17012291344673,271.67613583249107,272.10686118556345,277.0674968295414,263.2954155383804,269.3129184423093,267.80324094611774,268.2456899878757,279.86708386811864,287.0008865941415,268.4958167689211,255.78169005902706,259.95284971208014,259.6424861205587,279.6824943246051,280.4369126805156,276.68607094694937,278.7191345520174
2009-01-09,271.96137257043324,272.2145427951725,264.85922798989657,276.08594354845343,278.9481216092956,262.2250896723706,262.25532661400916,283.522297709134,282.0409941825472,285.44386985909034,281.3250358730213,282.7432740182895,277.0180024445246,286.5606181672861,286.826078792461,264.8326957024173,260.25680505279024,249.86863015549176,248.86639725109407,270.69314488644,270.30306971194614,285.5352898469704,273.2982379787553,273.3017775066289,276.1765673816807,275.918912481243,254.901544031056,254.2731023766416,271.85999416723575,270.8524982080728,276.79445139192245,276.04075951879145,253.68863572743794,259.76241884294706,258.051363845699,,264.85385729376395,254.3157614054583,269.1125903923158,262.04914603022934,267.96530635555996,268.0261660969256,274.30443530038303,261.8620446213425,267.0989660074687,267.910937617319,268.76923663481307,280.9677160422237,283.2870271111657,267.3188489139732,255.99934798194857,260.2014760358177,259.9865059127801,278.7823984249014,280.4623585801516,275.54016985912216,278.05871449569537
2009-01-10,272.72575177606967,272.2669294189272,266.98491782451015,277.1129903448805,276.9271934925421,262.90476181255167,263.48674842849266,281.7169301370069,280.8007419792268,284.2109438616014,281.02348330550586,281.8923004967401,277.9101610798318,285.7808264011684,286.1493737943937,267.108745695423,262.0242807908122,253.0495499177873,253.22640325384353,272.7800213615386,273.3840990396251,285.0716921813914,273.91999478121846,274.281696452823,276.0669549626059,275.6181635553646,255.6328348174672,253.63401217028027,271.3561732365715,271.2469123671597,274.9904298131095,274.3973817999691,253.74416167550837,260.1239934087772,257.9500986158239,,265.66032632404483,255.285667370298,270.04957332952057,264.2304472349597,271.33857763650224,270.46858160672616,272.02618564361416,265.00045733359997,269.4734538014407,268.32725129134167,269.0568418188655,281.58997618442777,281.3985734422049,269.62340560010705,256.60245781789064,260.8156762025658,260.637021272252,279.21612901938136,280.7439538731943,273.3392899147731,274.905578124871
