time,Anhui_CN340,Anhui_CN341,Beijing_CN110,Chongqing_CN500,Fujian_CN350,Gansu_CN620,Gansu_CN621,Guangdong_CN440,Guangdong_CN441,Guangdong_CN442,Guangxi_CN450,Guangxi_CN451,Guizhou_CN520,Hainan_CN460,Hainan_CN461,Hebei_CN130,Hebei_CN131,Heilongjiang_CN230,Heilongjiang_CN231,Henan_CN410,Henan_CN411,Hong_CN810,Hubei_CN420,Hubei_CN421,Hunan_CN430,Hunan_CN431,Inner_CN150,Inner_CN151,Jiangsu_CN320,Jiangsu_CN321,Jiangxi_CN360,Jiangxi_CN361,Jilin_CN220,Liaoning_CN210,Liaoning_CN211,Macao_CN820,Ningxia_CN640,Qinghai_CN630,Shaanxi_CN610,Shaanxi_CN611,Shandong_CN370,Shandong_CN371,Shanghai_CN310,Shanxi_CN140,Shanxi_CN141,Sichuan_CN510,Sichuan_CN511,Sichuan_CN512,Taiwan_CN710,Tianjin_CN120,Tibet_CN540,Xinjiang_CN650,Xinjiang_CN651,Yunnan_CN530,Yunnan_CN531,Zhejiang_CN330,Zhejiang_CN331
2009-01-01,0.0017376591396139577,0.0018000315178557198,0.0009981363221033366,0.003674923793035321,0.002943219307414508,0.0015459875239747852,0.001431111172878324,0.0035196160563853713,0.0036764344225363975,0.003681746550080747,0.004201536977121367,0.004006144066734626,0.003413671068085178,0.008005495329986482,0.008402979349760129,0.0009794289659452555,0.000889106363773333,0.0007528413860631363,0.0008258608036119572,0.0013436680312055,0.0013147088102676541,0.0039618430688040645,0.002326996162457325,0.0019341087486745966,0.002396138574192234,0.002426364254820034,0.000702268722504745,0.0007081706532370868,0.002098166962003095,0.001989894372687825,0.0023087094185035165,0.002348630393252222,0.0008640846924161791,0.001034250499498326,0.0009849261655803228,,0.0013152808756768338,0.0011084125201003602,0.002011956465743268,0.0009118411577514585,0.0012199530009760504,0.0016539355133952398,0.002585700749640189,0.0008709791159564366,0.0009946357561128683,0.003193366212287453,0.0035508081204458403,0.005381852315729,0.006250142238445455,0.0010351132092048009,0.0009578515021909764,0.000915500838121464,0.0011142886007274562,0.00651099593849455,0.00692270049855437,0.0019698661245606233,0.0019372976921006612
2009-01-02,0.002163986520955457,0.002286739718517684,0.0011951228096747264,0.00351757124394014,0.003140730855560625,0.001572499255386932,0.0016554591658468364,0.003805149170177996,0.0038953392970844597,0.00427374427248312,0.004503641092163962,0.004259607376825596,0.003856351662666501,0.008600176907771285,0.009019509176029577,0.0012096407230295723,0.0010025450646843307,0.0007001528959194218,0.0007131292971104047,0.0016042063971498206,0.001642296628780696,0.005022175328404989,0.0024588781757997895,0.0021715382395900086,0.0025683502576947367,0.0025894804970218303,0.0007871677330625264,0.000753584210035969,0.002337588340338996,0.0021515254504212585,0.002700720906533488,0.002620201043442991,0.0008250665908454794,0.0011724746255961642,0.0010349640104398608,,0.0019296548664523932,0.0008507930167400934,0.0023429578865333937,0.0011799480097572223,0.0012822774920484231,0.0016628318917975792,0.002924229541714557,0.0009814373994797986,0.0012410306998840005,0.003004700703968489,0.0033082386447978417,0.004731521622090649,0.006605351842978595,0.0013273684214728132,0.0007748447306754186,0.000937072753126537,0.0012486236502643048,0.0065969814087556925,0.006925585915121794,0.002550656562495758,0.002748211706580627
2009-01-03,0.002939882986735952,0.0031585395456595025,0.001215095815755682,0.00422902269218295,0.00451329158464742,0.0014510598296261655,0.001638291230922204,0.0050626884026858335,0.004910888565700884,0.0058658892391811,0.005221337001965779,0.00515160629558536,0.004648043578487653,0.009430512430169156,0.009761670600146303,0.00140374916028922,0.0011072893373598825,0.0007072456006954728,0.0007232137404206338,0.0020123899489021685,0.0022569961556692447,0.006994968461361178,0.0032286851351671438,0.002953224113799855,0.0034252994370025775,0.003583478440724427,0.0008284871925283647,0.0006523874018519909,0.0032458695109912413,0.002878366764112139,0.0037261756970976188,0.003647433244991623,0.0008407154949981744,0.0011592474880270842,0.0010955947870671901,,0.0021401013685493193,0.0008808843935879466,0.0026129442054963333,0.0012730815023462912,0.0016588510452448834,0.001966533208872109,0.004097445933815621,0.0012802778023722067,0.0016524926805411852,0.0027730727148428196,0.003112105439411226,0.0048326283154205415,0.007753936348638261,0.0016587902157900042,0.0010962636788536815,0.0010424055158124237,0.001278057785033181,0.0055376421223806765,0.00667784191292929,0.003739685762308215,0.004359092812500099
2009-01-04,0.003401538155213609,0.0038092810266409424,0.0011629366648881227,0.004418980058510838,0.005555826695922839,0.001502666209506008,0.0016876899945878255,0.006479853052311411,0.006277706342875817,0.007052467317704223,0.006508279000237724,0.006770375319143457,0.005069427898955133,0.010974637755135635,0.011156667220787793,0.0013856551363446755,0.0010019712178197069,0.0006678905720253109,0.0006822089601309861,0.0019930801588596025,0.0021806179017901223,0.008103820985168935,0.003445044539794308,0.003217072326759134,0.00394879896553111,0.004128997834578373,0.0008696978127384476,0.0006059666117217568,0.003962327592159569,0.0034761597085402568,0.004659391589966102,0.004603246526212518,0.000780153126924519,0.0009752086412909483,0.0009193365390877469,,0.002195759007126788,0.0011696965426503843,0.0025881681994957065,0.0014725077669994892,0.0019859269043516763,0.002262059624887688,0.005171595229558495,0.0014445368437059373,0.001631879866611923,0.0029892167885594814,0.003262563091113748,0.004933338676578357,0.008997401330939375,0.0018076569839172833,0.0013737901499855504,0.001157254330503342,0.0012651967876817281,0.0056186175298276785,0.006644621350564747,0.004859507663560769,0.005377150721572015
2009-01-05,0.0037376873642582065,0.004045885180713065,0.0011064227382796368,0.0045279642944411344,0.006126204603188781,0.0014765421009328564,0.0014900651764677174,0.007343412487343366,0.007053904383105446,0.008697441189890477,0.007476527467189687,0.0076058906372549655,0.0048676417052030485,0.01184456244157216,0.012091661414423393,0.0014536733697626454,0.0011637505242305369,0.0006406469828339965,0.0006672466359445928,0.0021839507992821388,0.002541404479358665,0.009261383975337927,0.003467437792874524,0.0032890991791059403,0.0040177753883301635,0.004203819801984105,0.0008523996546253937,0.0007046487105728127,0.00389053953225808,0.003432512694126757,0.004975037678852101,0.004753223218997856,0.0007644524393712735,0.0009453381664719543,0.0008539427314702946,,0.0014794580985714437,0.001219739478445858,0.00263695082948169,0.0018202141179897073,0.0021641272208571126,0.002115345026285437,0.004831587097166767,0.0016360743603135277,0.0018225549751540587,0.0030955494878294,0.003477767988998346,0.0054222895618280574,0.009755063118467766,0.0012151161956142735,0.0011307721147871225,0.0011360826330024277,0.0011389911981305853,0.005980935640927802,0.006980468215699816,0.005051041898571312,0.005717368890188177
2009-01-06,0.003634412933615741,0.0038238484062781655,0.0010789764414986672,0.004433178957252676,0.006610646238267788,0.0013206527910624498,0.0013650365929149904,0.00748776494000354,0.006944197651921113,0.00832042376494141,0.00587321828440343,0.006052360138306199,0.004220460649167472,0.012184245890709067,0.012407868544099561,0.0014425666634790885,0.0012210980794787126,0.0005649949764163159,0.000584874369384969,0.0025549021202796703,0.002802495900657779,0.009120666579186634,0.0035797649018710466,0.0034509013868963944,0.0037233893961949554,0.0037917014154684224,0.0008469265704830032,0.0007746355574397424,0.0035629875917377062,0.0031985196161341467,0.004797201465348295,0.0044446862525776894,0.0007888428653535632,0.0010224089913237753,0.0009529507775160845,,0.0014067002002657665,0.00099668017654094,0.0023742332500463607,0.0013202113927757787,0.002124841758814147,0.0020573977662712416,0.004459217835602895,0.0014750323926211398,0.0019334957227303549,0.0028341505440751197,0.0031696238378530603,0.004621012947222312,0.009964278224898922,0.0013075759326276273,0.0009556676299103547,0.0009929117966093924,0.0010597332580478118,0.005752690720731851,0.006837718114309032,0.005198609901432869,0.006397129457841733
2009-01-07,0.003298186619268782,0.0035128308499504006,0.0013403269510615136,0.004311004488365001,0.006006280095506525,0.0011525143185215593,0.0012516107110501801,0.005590408586892553,0.005315936649715631,0.006008524154918257,0.004685357577116944,0.004680109215994086,0.00400619647942287,0.010464436859044406,0.01058050801966851,0.001561972399119077,0.0013422814422444401,0.00058843393273973,0.0006102429927591133,0.0025068509270967537,0.0027058229522382727,0.006124206611308761,0.00353934638476107,0.0034295317032448916,0.0037115187516363257,0.0037996765910748376,0.0007620982738310226,0.0007725460871428516,0.0031506311575634784,0.0028100271103813105,0.00437813512669895,0.004272571759499557,0.0008127841794693341,0.0011028949641353992,0.0009662832837161801,,0.0012385240051513715,0.0008402457813970124,0.0022306390305048534,0.0013127438713558123,0.0019098806735257828,0.001958425629750583,0.003917843732557004,0.0013159680180713815,0.0016814719133464889,0.002757154945803681,0.003043727220690445,0.004651416677489763,0.009553252162867159,0.001694916017264043,0.0008582736899551029,0.0009753672655833072,0.0010720780088495404,0.005366388586447957,0.006411231902132301,0.004392364219725631,0.005156431699506526
2009-01-08,0.0031259798126220327,0.0032165060865144285,0.000840777324012656,0.004046351182402198,0.004968016475025936,0.0009696713363387371,0.0009712232680264665,0.004714254532075293,0.0045858447004049905,0.005117288306383401,0.004259989872778445,0.004219712354431744,0.004033548388104962,0.008466509284659793,0.00858313754876682,0.0011507419504054061,0.0009710214077533379,0.0005201880598577649,0.0005611269948811529,0.0018289698901776657,0.0021315457443903296,0.005073577184434063,0.0032115117919244603,0.0031651124267962805,0.0036752920680711656,0.0036918493739092543,0.0006178519515488245,0.0005676775501890713,0.003172286345143756,0.00290599117512104,0.003992971232575267,0.0038905539704462136,0.0006414162324357378,0.0007222108004602754,0.0005997034216850773,,0.0010252516281892133,0.0007044107289186976,0.0017406226699246661,0.0009158085821521574,0.002381053790395915,0.0023664824108379535,0.00347687972589698,0.0009026615635193769,0.0011986068730333746,0.0026238516024892486,0.002821360384819316,0.004412660607138895,0.008469623156704664,0.0014168153828757288,0.0007742958267547502,0.0009698356548439493,0.001050914052732316,0.004994372619745745,0.0057628192750057315,0.003874370200214056,0.004172390883867476
2009-01-09,0.00209811612725725,0.002144726268874976,0.0007835643662927603,0.003907840325295544,0.002861933245989689,0.0009687978972374621,0.0009741637559193873,0.002754566094611404,0.0030444963478207256,0.002998819790294005,0.003453788997431363,0.003091457024284906,0.0038267026069348877,0.006030651833038489,0.006184736822150444,0.0008132006853682019,0.0007561339442133084,0.00044635835873792294,0.00043266316449103826,0.0014542409501294693,0.0016900515662701175,0.002970575768528613,0.002752135912480901,0.0025664947751695994,0.003233609129672389,0.003065076454683687,0.0006266360180729089,0.0006453493750205479,0.0017957553166440025,0.0016188859019614591,0.002785116264886463,0.0027861190138127063,0.0005323287262189194,0.0006771981243266966,0.000603374646284243,,0.0009415394693614631,0.0006828820722968599,0.0017743965157843101,0.0008212431622249259,0.0010259379630998531,0.0012600865644128584,0.0022232973098079744,0.0006872846483636442,0.0008877257554641198,0.0027877122784935385,0.0028568373657114174,0.004755247863023966,0.0059577356221018115,0.0008439792420395267,0.0007344132373121592,0.0009806455429908966,0.0010653485297777772,0.005181262265186887,0.005774618196685005,0.002328811910322322,0.0023801137669126568
2009-01-10,0.0019347598891357666,0.0018635927834212728,0.0008132244341285565,0.004030302695351498,0.00227517029460867,0.0010453013262522945,0.001051535753942044,0.0025561343640076364,0.002865772852345228,0.002727099365252008,0.003362226789754288,0.0032687783003014703,0.003932891205423685,0.005530072769174469,0.005807492305713497,0.0009192428829809787,0.0008332623342345378,0.000611658240731427,0.0006698263280801327,0.0018452173843852462,0.0017918420438042656,0.0024870666316133467,0.0029215000382177164,0.0027826755356085637,0.0031387833516465955,0.0028239598269290686,0.0006565730679169147,0.0006553376020613778,0.0017881541168520024,0.0016369962870581751,0.0023590739081784822,0.0025220386793899244,0.0005444927592085876,0.0007330628246247536,0.0006086250082803453,,0.0009527239582588095,0.0006592583193058668,0.0020600274142418304,0.0008797475491749578,0.0013134557461322296,0.001351057098686895,0.001982635116720633,0.0008629447672928919,0.0011238795886288264,0.002769520465161769,0.0030445621740002714,0.004971890423376102,0.004801482918329725,0.0009551011350378748,0.0008318610367112264,0.0009808064544855426,0.0011090322552932297,0.005590878071926145,0.0057826682159397985,0.0017882767680138926,0.0018132781692200642
